steam_appid,name,developers,publishers,categories,genres,required_age,n_achievements,platforms,total_reviews,total_positive,total_negative,review_score,review_score_desc,positive_percentual,metacritic,is_free,price_initial (USD),current_player_count,release_date
573090,Stormworks: Build and Rescue,['Geometa'],['Geometa'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Workshop', 'Partial Controller Support', 'Family Sharing']",['Simulation'],0,0,"['windows', 'mac']",35039,31530,3509,8.0,Very Positive,90.0,0,False,24.99,1415,N/A
451340,Gold Mining Simulator,['Code Horizon'],"['Code Horizon', 'PlayWay S.A.']","['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Indie', 'Simulation']",0,42,['windows'],6641,4558,2083,5.0,Mixed,68.6,0,False,19.99,289,N/A
2280,DOOM + DOOM II,"['id Software', 'Nightdive Studios']",['Bethesda'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']",['Action'],0,33,['windows'],14023,13464,559,9.0,Overwhelmingly Positive,96.0,0,False,9.99,208,"3 Aug, 2007"
1149620,Gas Station Simulator,['DRAGO entertainment'],"['DRAGO entertainment', 'HeartBeat Games']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Indie', 'Simulation']",72,100,"['windows', 'mac']",9201,8115,1086,8.0,Very Positive,88.2,72,False,19.99,354,N/A
814540,Changed,['DragonSnow'],['DragonSnow'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Adventure', 'Indie', 'RPG']",0,6,['windows'],7535,6475,1060,8.0,Very Positive,85.9,0,False,4.99,30,N/A
418460,Rising Storm 2: Vietnam,"['Antimatter Games', 'Tripwire Interactive']",['Tripwire Interactive'],"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Stats', 'Includes level editor', 'Family Sharing']","['Action', 'Massively Multiplayer', 'Simulation', 'Strategy']",81,132,['windows'],25624,22857,2767,8.0,Very Positive,89.2,81,False,24.99,360,N/A
701160,Kingdom Two Crowns,"['Stumpy🐙Squid', 'Fury Studios', 'Coatsink']",['Raw Fury'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Adventure', 'Indie', 'Simulation', 'Strategy']",0,46,"['windows', 'mac', 'linux']",8240,7424,816,8.0,Very Positive,90.1,0,False,19.99,3716,N/A
975370,Dwarf Fortress,['Bay 12 Games'],['Kitfox Games'],"['Single-player', 'Steam Workshop', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']",93,0,"['windows', 'linux']",21274,20261,1013,9.0,Overwhelmingly Positive,95.2,93,False,29.99,869,N/A
895400,Deadside,['Bad Pixel'],"['Bad Pixel', 'tinyBuild']","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Massively Multiplayer']",0,29,['windows'],14992,11596,3396,6.0,Mostly Positive,77.3,0,False,24.99,270,N/A
1139980,Travellers Rest,['Isolated Games'],"['Isolated Games', 'IndieArk']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Early Access']",0,36,['windows'],5896,5323,573,8.0,Very Positive,90.3,0,False,17.99,639,N/A
1669000,Age of Wonders 4,['Triumph Studios'],['Paradox Interactive'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']",['Strategy'],0,77,['windows'],8067,6680,1387,8.0,Very Positive,82.8,0,False,49.99,2969,N/A
535930,Two Point Hospital,['Two Point Studios'],['SEGA'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","['Indie', 'Simulation']",83,61,"['windows', 'mac', 'linux']",11924,11113,811,8.0,Very Positive,93.2,83,False,29.99,446,N/A
270880,American Truck Simulator,['SCS Software'],['SCS Software'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Remote Play Together', 'Family Sharing']","['Indie', 'Simulation']",76,110,"['windows', 'mac', 'linux']",79123,77014,2109,9.0,Overwhelmingly Positive,97.3,76,False,19.99,8662,N/A
227300,Euro Truck Simulator 2,['SCS Software'],['SCS Software'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']","['Indie', 'Simulation']",79,98,"['windows', 'mac', 'linux']",121454,118558,2896,9.0,Overwhelmingly Positive,97.6,79,False,19.99,14931,N/A
1868140,DAVE THE DIVER,['MINTROCKET'],['MINTROCKET'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'RPG', 'Simulation']",90,43,"['windows', 'mac']",40590,39461,1129,9.0,Overwhelmingly Positive,97.2,90,False,19.99,3191,N/A
774171,Muse Dash,['peropero'],['hasuhasu'],"['Single-player', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,39,"['windows', 'mac']",27578,26177,1401,8.0,Very Positive,94.9,0,False,2.99,707,N/A
371970,Barony,['Turning Wheel LLC'],['Turning Wheel LLC'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",0,240,"['windows', 'mac', 'linux']",5385,4984,401,8.0,Very Positive,92.6,0,False,19.99,644,N/A
1601580,Frostpunk 2,['11 bit studios'],['11 bit studios'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","['Simulation', 'Strategy']",85,51,"['windows', 'mac']",6961,5590,1371,8.0,Very Positive,80.3,85,False,44.99,358,N/A
1086940,Baldur's Gate 3,['Larian Studios'],['Larian Studios'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Adventure', 'RPG', 'Strategy']",96,54,"['windows', 'mac']",388098,375946,12152,9.0,Overwhelmingly Positive,96.9,96,False,59.99,50806,N/A
431730,Aseprite,['David Capello'],['Igara Studio'],[],"['Animation & Modeling', 'Design & Illustration', 'Game Development']",0,0,"['windows', 'mac', 'linux']",9202,9134,68,9.0,Overwhelmingly Positive,99.3,0,False,19.99,4284,N/A
1774580,STAR WARS Jedi: Survivor™,['Respawn'],['Electronic Arts'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'HDR available']","['Action', 'Adventure']",0,53,['windows'],38535,25932,12603,5.0,Mixed,67.3,0,False,69.99,1073,N/A
502500,ACE COMBAT™ 7: SKIES UNKNOWN,['Bandai Namco Studios Inc.'],['Bandai Namco Entertainment'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Simulation']",78,49,['windows'],18561,16429,2132,8.0,Very Positive,88.5,78,False,59.99,599,"31 Jan, 2019"
8980,Borderlands Game of the Year,['Gearbox Software'],['2K'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'RPG']",81,80,['windows'],11641,10847,794,8.0,Very Positive,93.2,81,False,29.99,140,N/A
330830,Tales from the Borderlands,['Telltale Games'],['2K'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Remote Play on TV', 'Family Sharing']",['Adventure'],0,35,['windows'],9573,9054,519,8.0,Very Positive,94.6,0,False,19.99,36,N/A
532210,Life is Strange 2,"['DONTNOD Entertainment', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)']","['Square Enix', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Adventure'],0,46,"['windows', 'mac', 'linux']",8430,6902,1528,8.0,Very Positive,81.9,0,True,0.0,152,N/A
704850,Thief Simulator,['Noble Muffins'],['PlayWay S.A.'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Simulation']",0,33,"['windows', 'mac']",9934,8781,1153,8.0,Very Positive,88.4,0,False,19.99,220,N/A
17390,SPORE™,['Maxis™'],['Electronic Arts'],"['Single-player', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'RPG', 'Simulation', 'Strategy']",84,0,['windows'],33822,31246,2576,8.0,Very Positive,92.4,84,False,19.99,527,N/A
1150440,Aliens: Dark Descent,['Tindalos Interactive'],['Focus Entertainment'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Strategy']",75,45,['windows'],7628,6788,840,8.0,Very Positive,89.0,75,False,39.99,185,N/A
730,Counter-Strike 2,['Valve'],['Valve'],"['Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Valve Anti-Cheat enabled', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Steam Timeline']","['Action', 'Free To Play']",0,1,"['windows', 'linux']",1279700,1107275,172425,8.0,Very Positive,86.5,0,True,0.0,735810,N/A
374320,DARK SOULS™ III,"['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Action'],89,43,['windows'],98263,92313,5950,8.0,Very Positive,93.9,89,False,59.99,4293,N/A
377160,Fallout 4,['Bethesda Game Studios'],['Bethesda Softworks'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['RPG'],84,84,['windows'],161756,134610,27146,8.0,Very Positive,83.2,84,False,19.99,12645,N/A
379430,Kingdom Come: Deliverance,['Warhorse Studios'],"['Warhorse Studios', 'Prime Matter']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'RPG']",76,82,['windows'],50205,41687,8518,8.0,Very Positive,83.0,76,False,29.99,2371,"13 Feb, 2018"
379720,DOOM,['id Software'],['Bethesda Softworks'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",['Action'],85,54,['windows'],75640,72310,3330,9.0,Overwhelmingly Positive,95.6,85,False,19.99,495,N/A
381210,Dead by Daylight,['Behaviour Interactive Inc.'],['Behaviour Interactive Inc.'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Action'],0,270,['windows'],212822,171927,40895,8.0,Very Positive,80.8,0,False,19.99,51871,N/A
382310,Eco,['Strange Loop Games'],['Strange Loop Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'In-App Purchases']","['Indie', 'Simulation', 'Early Access']",0,42,['windows'],6123,4840,1283,6.0,Mostly Positive,79.0,0,False,29.99,579,N/A
383870,Firewatch,['Campo Santo'],"['Panic', 'Campo Santo']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Adventure', 'Indie']",81,10,"['windows', 'mac', 'linux']",49722,44197,5525,8.0,Very Positive,88.9,81,False,19.99,78,"9 Feb, 2016"
384190,ABZU,['Giant Squid'],['505 Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'Simulation']",83,12,['windows'],9105,8482,623,8.0,Very Positive,93.2,83,False,19.99,13,"2 Aug, 2016"
383980,Rivals of Aether,['Aether Studios'],['Aether Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",['Indie'],0,36,['windows'],25854,24946,908,9.0,Overwhelmingly Positive,96.5,0,False,29.99,363,N/A
388880,Oxenfree,['Night School Studio'],['Night School Studio'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Adventure', 'Indie']",80,13,"['windows', 'mac', 'linux']",6546,6038,508,8.0,Very Positive,92.2,80,False,9.99,7,N/A
311210,Call of Duty®: Black Ops III,"['Treyarch', 'Aspyr (Mac)']","['Activision', 'Aspyr (Mac)']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure']",73,98,"['windows', 'mac']",103733,93052,10681,8.0,Very Positive,89.7,73,False,59.99,5707,"5 Nov, 2015"
389730,TEKKEN 7,['BANDAI NAMCO Studios Inc.'],['BANDAI NAMCO Entertainment'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Sports']",82,42,['windows'],29594,26916,2678,8.0,Very Positive,91.0,82,False,39.99,529,N/A
391220,Rise of the Tomb Raider™,"['Crystal Dynamics', 'Eidos-Montréal', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)', 'Nixxes']","['Crystal Dynamics', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)']","['Single-player', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",86,143,"['windows', 'mac', 'linux']",26872,24826,2046,8.0,Very Positive,92.4,86,False,29.99,2232,N/A
392160,X4: Foundations,['Egosoft'],['Egosoft'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","['Action', 'Simulation', 'Strategy']",0,165,"['windows', 'linux']",10372,8059,2313,6.0,Mostly Positive,77.7,0,False,49.99,2244,N/A
392110,ENDLESS™ Space 2,['AMPLITUDE Studios'],['SEGA'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']",['Strategy'],80,115,"['windows', 'mac']",8948,7440,1508,8.0,Very Positive,83.1,80,False,39.99,401,N/A
393380,Squad,['Offworld'],['Offworld'],"['Multi-player', 'PvP', 'Online PvP', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Valve Anti-Cheat enabled']","['Action', 'Indie', 'Massively Multiplayer', 'Strategy']",0,0,['windows'],75809,65095,10714,8.0,Very Positive,85.9,0,False,49.99,5723,N/A
394360,Hearts of Iron IV,['Paradox Development Studio'],['Paradox Interactive'],"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","['Simulation', 'Strategy']",83,231,"['windows', 'mac', 'linux']",108058,99215,8843,8.0,Very Positive,91.8,83,False,49.99,31170,N/A
397540,Borderlands 3,['Gearbox Software'],['2K'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'RPG']",81,81,['windows'],52438,44484,7954,8.0,Very Positive,84.8,81,False,59.99,4475,N/A
400750,Call to Arms - Gates of Hell: Ostfront,"['Barbedwire Studios', 'Digitalmindsoft']",['Digitalmindsoft'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing']","['Action', 'Simulation', 'Strategy']",0,282,['windows'],8334,7030,1304,8.0,Very Positive,84.4,0,False,34.99,2513,"11 Jun, 2021"
427290,Vampyr,['DONTNOD Entertainment'],['Focus Entertainment'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'RPG']",72,28,['windows'],7834,5986,1848,6.0,Mostly Positive,76.4,72,False,39.99,91,N/A
427730,Who's Your Daddy?!,['Evil Tortilla Games'],['Evil Tortilla Games'],"['Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,36,"['windows', 'mac']",16071,13192,2879,8.0,Very Positive,82.1,0,False,6.99,91,N/A
428690,Youtubers Life,['UPLAY Online'],['UPLAY Online'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",0,63,"['windows', 'mac', 'linux']",6997,5376,1621,6.0,Mostly Positive,76.8,0,False,24.99,22,N/A
429660,Tales of Berseria™,['BANDAI NAMCO Studios Inc.'],['BANDAI NAMCO Entertainment'],"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'RPG']",80,51,['windows'],6061,5585,476,8.0,Very Positive,92.1,80,False,49.99,74,N/A
431240,Golf With Your Friends,"['Blacklight Interactive', 'Team17']",['Team17'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Stats', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']","['Casual', 'Indie', 'Sports']",0,83,"['windows', 'mac', 'linux']",33055,29629,3426,8.0,Very Positive,89.6,0,False,14.99,1838,"19 May, 2020"
431960,Wallpaper Engine,['Wallpaper Engine Team'],['Wallpaper Engine Team'],"['Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Workshop', 'Includes level editor']","['Casual', 'Indie', 'Animation & Modeling', 'Design & Illustration', 'Photo Editing', 'Utilities']",0,17,['windows'],199010,195460,3550,9.0,Overwhelmingly Positive,98.2,0,False,4.99,79135,16/nov./2018
433340,Slime Rancher,['Monomi Park'],['Monomi Park'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Simulation']",81,57,"['windows', 'mac', 'linux']",59307,58154,1153,9.0,Overwhelmingly Positive,98.1,81,False,19.99,1636,N/A
435150,Divinity: Original Sin 2 - Definitive Edition,['Larian Studios'],['Larian Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Adventure', 'RPG', 'Strategy']",93,97,"['windows', 'mac']",77163,73649,3514,9.0,Overwhelmingly Positive,95.4,93,False,44.99,3408,N/A
445980,Wizard of Legend,['Contingent99'],"['Contingent99', 'Humble Games']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Indie']",79,19,"['windows', 'mac', 'linux']",6953,6349,604,8.0,Very Positive,91.3,79,False,15.99,66,N/A
447040,Watch_Dogs® 2,['Ubisoft'],['Ubisoft'],"['Single-player', 'Multi-player', 'Co-op', 'In-App Purchases', 'Partial Controller Support']","['Action', 'Adventure']",0,0,['windows'],21577,17745,3832,8.0,Very Positive,82.2,0,False,49.99,1080,"28 Nov, 2016"
454650,DRAGON BALL XENOVERSE 2,"['QLOC', 'DIMPS']",['Bandai Namco Entertainment'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Massively Multiplayer']",78,61,['windows'],17239,15409,1830,8.0,Very Positive,89.4,78,False,19.99,597,N/A
569480,Kingdoms and Castles,"['Lion Shield, LLC']","['Lion Shield, LLC']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']",0,12,"['windows', 'mac', 'linux']",17984,16831,1153,8.0,Very Positive,93.6,0,False,14.99,257,N/A
570940,DARK SOULS™: REMASTERED,"['QLOC', 'FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Action'],84,41,['windows'],39166,35704,3462,8.0,Very Positive,91.2,84,False,39.99,2498,N/A
571740,Golf It!,['Perfuse Entertainment'],['Perfuse Entertainment'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Sports']",0,44,"['windows', 'mac']",11152,10025,1127,8.0,Very Positive,89.9,0,False,8.99,416,"18 Aug, 2023"
573100,Battlefleet Gothic: Armada 2,['Tindalos Interactive'],['Focus Entertainment'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",['Strategy'],77,90,['windows'],5187,3887,1300,6.0,Mostly Positive,74.9,77,False,19.99,216,N/A
578080,PUBG: BATTLEGROUNDS,['PUBG Corporation'],"['KRAFTON, Inc.']","['Multi-player', 'PvP', 'Online PvP', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet']","['Action', 'Adventure', 'Massively Multiplayer', 'Free To Play']",0,37,['windows'],276211,174339,101872,5.0,Mixed,63.1,0,True,0.0,162727,"21 Dec, 2017"
578650,The Outer Worlds,['Obsidian Entertainment'],['Private Division'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['RPG'],82,68,['windows'],15405,12866,2539,8.0,Very Positive,83.5,82,False,29.99,295,N/A
582160,Assassin's Creed® Origins,['Ubisoft Montreal'],['Ubisoft'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Partial Controller Support', 'Remote Play on Tablet', 'HDR available']","['Action', 'Adventure', 'RPG']",0,67,['windows'],31513,26350,5163,8.0,Very Positive,83.6,0,False,59.99,2998,"26 Oct, 2017"
582010,Monster Hunter: World,"['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on Tablet', 'HDR available', 'Family Sharing']",['Action'],88,100,['windows'],106314,97982,8332,8.0,Very Positive,92.2,88,False,29.99,10777,N/A
582660,Black Desert,['Pearl Abyss'],['Pearl Abyss'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']","['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",80,0,['windows'],33945,24823,9122,6.0,Mostly Positive,73.1,80,False,9.99,16228,N/A
